service,cost,usage,usage_start_time
S3,0.1409,0.6046,2024-01-22 06:00:00
S3,0.1316,0.4951,2024-01-22 07:00:00
EC2,4.147,0.8455,2024-01-22 08:00:00
EC2,2.4511,0.5076,2024-01-22 09:00:00
S3,0.1418,0.6227,2024-01-22 10:00:00
RDS,1.48,0.4485,2024-01-22 11:00:00
DynamoDB,0.431,0.5798,2024-01-22 12:00:00
EC2,2.0885,0.4034,2024-01-22 13:00:00
RDS,0.8503,0.2548,2024-01-22 14:00:00
RDS,2.0643,0.5449,2024-01-22 15:00:00
DynamoDB,0.5887,0.8368,2024-01-22 16:00:00
S3,0.1714,0.7157,2024-01-22 17:00:00
RDS,1.7497,0.4655,2024-01-22 18:00:00
RDS,2.0908,0.6305,2024-01-22 19:00:00
RDS,3.0607,0.7953,2024-01-22 20:00:00
S3,0.0918,0.3749,2024-01-22 21:00:00
S3,0.1456,0.5988,2024-01-22 22:00:00
EC2,1.8089,0.3899,2024-01-22 23:00:00
EC2,2.5148,0.4949,2024-01-23 00:00:00
RDS,2.1508,0.6087,2024-01-23 01:00:00
S3,0.1347,0.6543,2024-01-23 02:00:00
S3,0.1599,0.7298,2024-01-23 03:00:00
DynamoDB,0.2906,0.4275,2024-01-23 04:00:00
RDS,0.9182,0.2411,2024-01-23 05:00:00
EC2,1.9848,0.4065,2024-01-23 06:00:00
DynamoDB,0.3617,0.4906,2024-01-23 07:00:00
S3,0.1158,0.5154,2024-01-23 08:00:00
EC2,3.2736,0.6993,2024-01-23 09:00:00
RDS,0.6647,0.1887,2024-01-23 10:00:00
S3,0.2002,0.8002,2024-01-23 11:00:00
RDS,1.5219,0.4303,2024-01-23 12:00:00
DynamoDB,0.3463,0.4357,2024-01-23 13:00:00
DynamoDB,0.4239,0.5764,2024-01-23 14:00:00
DynamoDB,0.5144,0.7061,2024-01-23 15:00:00
Lambda,0.5325,0.4482,2024-01-23 16:00:00
RDS,1.7452,0.4857,2024-01-23 17:00:00
DynamoDB,0.466,0.6455,2024-01-23 18:00:00
DynamoDB,0.4636,0.6465,2024-01-23 19:00:00
RDS,1.6711,0.5157,2024-01-23 20:00:00
DynamoDB,0.5005,0.6833,2024-01-23 21:00:00
RDS,2.1538,0.6996,2024-01-23 22:00:00
S3,0.2187,0.9177,2024-01-23 23:00:00
RDS,2.4628,0.7216,2024-01-24 00:00:00
RDS,2.1232,0.6226,2024-01-24 01:00:00
Lambda,0.4934,0.3752,2024-01-24 02:00:00
S3,0.1121,0.4619,2024-01-24 03:00:00
Lambda,0.8289,0.674,2024-01-24 04:00:00
DynamoDB,0.3886,0.5301,2024-01-24 05:00:00
RDS,3.5203,0.9807,2024-01-24 06:00:00
S3,0.1365,0.5402,2024-01-24 07:00:00
Lambda,0.9167,0.7211,2024-01-24 08:00:00
RDS,2.1307,0.6277,2024-01-24 09:00:00
EC2,3.7407,0.8267,2024-01-24 10:00:00
Lambda,0.6473,0.5605,2024-01-24 11:00:00
S3,0.1188,0.4872,2024-01-24 12:00:00
Lambda,0.6914,0.5643,2024-01-24 13:00:00
Lambda,1.0097,0.8227,2024-01-24 14:00:00
Lambda,0.5675,0.4512,2024-01-24 15:00:00
DynamoDB,0.4987,0.7379,2024-01-24 16:00:00
EC2,3.0778,0.6195,2024-01-24 17:00:00
S3,0.113,0.4405,2024-01-24 18:00:00
S3,0.1135,0.47,2024-01-24 19:00:00
S3,0.1118,0.4654,2024-01-24 20:00:00
RDS,0.9379,0.2807,2024-01-24 21:00:00
S3,0.1882,0.8189,2024-01-24 22:00:00
S3,0.0646,0.3017,2024-01-24 23:00:00
EC2,1.6684,0.3722,2024-01-25 00:00:00
RDS,3.1328,0.8284,2024-01-25 01:00:00
RDS,1.4515,0.3624,2024-01-25 02:00:00
Lambda,0.8221,0.6964,2024-01-25 03:00:00
DynamoDB,0.0001,0.0001,2024-01-25 04:00:00
RDS,0.7337,0.2221,2024-01-25 05:00:00
RDS,2.8456,0.7045,2024-01-25 06:00:00
EC2,3.834,0.7769,2024-01-25 07:00:00
S3,0.1549,0.619,2024-01-25 08:00:00
RDS,2.3794,0.6518,2024-01-25 09:00:00
RDS,1.8692,0.5208,2024-01-25 10:00:00
DynamoDB,0.2479,0.3492,2024-01-25 11:00:00
EC2,0.771,0.1614,2024-01-25 12:00:00
DynamoDB,0.2056,0.3023,2024-01-25 13:00:00
RDS,2.0638,0.536,2024-01-25 14:00:00
RDS,2.2679,0.6837,2024-01-25 15:00:00
EC2,1.5182,0.3021,2024-01-25 16:00:00
Lambda,0.3601,0.3035,2024-01-25 17:00:00
Lambda,0.6966,0.61,2024-01-25 18:00:00
RDS,1.7507,0.5211,2024-01-25 19:00:00
RDS,1.3889,0.3797,2024-01-25 20:00:00
DynamoDB,0.1335,0.1814,2024-01-25 21:00:00
DynamoDB,0.367,0.4961,2024-01-25 22:00:00
DynamoDB,0.419,0.5448,2024-01-25 23:00:00
S3,0.1233,0.525,2024-01-26 00:00:00
RDS,1.9393,0.5245,2024-01-26 01:00:00
S3,0.1226,0.5098,2024-01-26 02:00:00
Lambda,0.4172,0.3596,2024-01-26 03:00:00
RDS,0.8592,0.2195,2024-01-26 04:00:00
RDS,0.8731,0.2512,2024-01-26 05:00:00
EC2,1.7869,0.3563,2024-01-26 06:00:00
RDS,1.6867,0.441,2024-01-26 07:00:00
Lambda,0.4445,0.3653,2024-01-26 08:00:00
RDS,1.3271,0.3329,2024-01-26 09:00:00
S3,0.064,0.2625,2024-01-26 10:00:00
RDS,2.303,0.6268,2024-01-26 11:00:00
S3,0.1104,0.4629,2024-01-26 12:00:00
DynamoDB,0.3636,0.5088,2024-01-26 13:00:00
DynamoDB,0.5539,0.6928,2024-01-26 14:00:00
EC2,1.7371,0.3885,2024-01-26 15:00:00
RDS,1.9604,0.4823,2024-01-26 16:00:00
DynamoDB,0.2643,0.3393,2024-01-26 17:00:00
DynamoDB,0.5849,0.8355,2024-01-26 18:00:00
EC2,3.1861,0.6138,2024-01-26 19:00:00
EC2,2.0153,0.4242,2024-01-26 20:00:00
RDS,1.3111,0.3837,2024-01-26 21:00:00
S3,0.0834,0.3701,2024-01-26 22:00:00
RDS,1.7543,0.5068,2024-01-26 23:00:00
S3,0.121,0.5468,2024-01-27 00:00:00
EC2,2.8309,0.5662,2024-01-27 01:00:00
Lambda,0.1238,0.1013,2024-01-27 02:00:00
RDS,2.5216,0.7455,2024-01-27 03:00:00
Lambda,1.0224,0.8345,2024-01-27 04:00:00
S3,0.0859,0.359,2024-01-27 05:00:00
RDS,2.2104,0.6117,2024-01-27 06:00:00
Lambda,0.6957,0.6078,2024-01-27 07:00:00
Lambda,0.5954,0.5339,2024-01-27 08:00:00
RDS,1.6422,0.4778,2024-01-27 09:00:00
Lambda,0.4496,0.3529,2024-01-27 10:00:00
RDS,2.6645,0.7183,2024-01-27 11:00:00
Lambda,0.3325,0.2815,2024-01-27 12:00:00
EC2,3.5898,0.7426,2024-01-27 13:00:00
RDS,3.5382,0.9639,2024-01-27 14:00:00
EC2,2.5444,0.5384,2024-01-27 15:00:00
DynamoDB,0.3763,0.5267,2024-01-27 16:00:00
EC2,3.2271,0.6416,2024-01-27 17:00:00
Lambda,0.384,0.3428,2024-01-27 18:00:00
S3,0.0327,0.1328,2024-01-27 19:00:00
EC2,1.1964,0.2793,2024-01-27 20:00:00
EC2,3.1187,0.5777,2024-01-27 21:00:00
EC2,2.4945,0.4988,2024-01-27 22:00:00
S3,0.1233,0.5164,2024-01-27 23:00:00
S3,0.1617,0.6838,2024-01-28 00:00:00
EC2,2.6994,0.5535,2024-01-28 01:00:00
DynamoDB,0.2769,0.3664,2024-01-28 02:00:00
S3,0.1074,0.465,2024-01-28 03:00:00
S3,0.1392,0.6073,2024-01-28 04:00:00
S3,0.1213,0.5056,2024-01-28 05:00:00
RDS,2.6431,0.7172,2024-01-28 06:00:00
EC2,2.4731,0.495,2024-01-28 07:00:00
DynamoDB,0.5758,0.778,2024-01-28 08:00:00
S3,0.1126,0.5021,2024-01-28 09:00:00
RDS,1.0174,0.287,2024-01-28 10:00:00
Lambda,0.4495,0.3781,2024-01-28 11:00:00
Lambda,0.6298,0.5113,2024-01-28 12:00:00
S3,0.1195,0.4859,2024-01-28 13:00:00
DynamoDB,0.3328,0.5129,2024-01-28 14:00:00
DynamoDB,0.2231,0.3121,2024-01-28 15:00:00
EC2,1.2758,0.2581,2024-01-28 16:00:00
S3,0.2053,0.8062,2024-01-28 17:00:00
Lambda,0.5897,0.4573,2024-01-28 18:00:00
EC2,2.4999,0.5297,2024-01-28 19:00:00
DynamoDB,0.2676,0.3773,2024-01-28 20:00:00
EC2,2.0446,0.4224,2024-01-28 21:00:00
Lambda,0.6386,0.5321,2024-01-28 22:00:00
DynamoDB,0.4481,0.5874,2024-01-28 23:00:00
RDS,2.2993,0.6899,2024-01-29 00:00:00
RDS,0.0,0.0,2024-01-29 01:00:00
S3,0.0538,0.2266,2024-01-29 02:00:00
EC2,1.1617,0.266,2024-01-29 03:00:00
DynamoDB,0.4546,0.6083,2024-01-29 04:00:00
S3,0.0804,0.3847,2024-01-29 05:00:00
EC2,1.9123,0.3908,2024-01-29 06:00:00
Lambda,0.2473,0.2042,2024-01-29 07:00:00
DynamoDB,0.3682,0.4969,2024-01-29 08:00:00
EC2,2.3924,0.5239,2024-01-29 09:00:00
DynamoDB,0.5281,0.7393,2024-01-29 10:00:00
EC2,2.263,0.4945,2024-01-29 11:00:00
Lambda,0.4718,0.4113,2024-01-29 12:00:00
DynamoDB,0.3638,0.4654,2024-01-29 13:00:00
RDS,0.7467,0.2256,2024-01-29 14:00:00
Lambda,0.9431,0.7942,2024-01-29 15:00:00
EC2,1.8491,0.3662,2024-01-29 16:00:00
DynamoDB,0.2977,0.3789,2024-01-29 17:00:00
Lambda,0.7441,0.6356,2024-01-29 18:00:00
EC2,4.3356,0.9315,2024-01-29 19:00:00
RDS,2.3692,0.6484,2024-01-29 20:00:00
RDS,2.951,0.7603,2024-01-29 21:00:00
EC2,2.3392,0.5064,2024-01-29 22:00:00
RDS,2.059,0.592,2024-01-29 23:00:00
Lambda,1.0906,0.9027,2024-01-30 00:00:00
RDS,1.5512,0.4269,2024-01-30 01:00:00
S3,0.0526,0.2306,2024-01-30 02:00:00
RDS,2.5768,0.7401,2024-01-30 03:00:00
S3,0.0716,0.2906,2024-01-30 04:00:00
DynamoDB,0.5498,0.7371,2024-01-30 05:00:00
Lambda,0.8073,0.6992,2024-01-30 06:00:00
DynamoDB,0.1669,0.2156,2024-01-30 07:00:00
DynamoDB,0.3096,0.4355,2024-01-30 08:00:00
RDS,2.833,0.7656,2024-01-30 09:00:00
RDS,2.3586,0.5912,2024-01-30 10:00:00
RDS,1.3987,0.3713,2024-01-30 11:00:00
DynamoDB,0.3732,0.5114,2024-01-30 12:00:00
Lambda,0.9914,0.8057,2024-01-30 13:00:00
Lambda,0.7683,0.6077,2024-01-30 14:00:00
S3,0.0982,0.427,2024-01-30 15:00:00
EC2,1.2596,0.291,2024-01-30 16:00:00
Lambda,1.0332,0.9112,2024-01-30 17:00:00
RDS,1.618,0.4557,2024-01-30 18:00:00
S3,0.1403,0.5615,2024-01-30 19:00:00
RDS,2.349,0.6721,2024-01-30 20:00:00
DynamoDB,0.3407,0.4666,2024-01-30 21:00:00
DynamoDB,0.3502,0.4503,2024-01-30 22:00:00
RDS,2.2326,0.5982,2024-01-30 23:00:00
Lambda,0.8036,0.6326,2024-01-31 00:00:00
EC2,2.4069,0.5362,2024-01-31 01:00:00
RDS,2.0198,0.5799,2024-01-31 02:00:00
Lambda,0.487,0.3943,2024-01-31 03:00:00
S3,0.1796,0.7477,2024-01-31 04:00:00
RDS,2.1945,0.5618,2024-01-31 05:00:00
S3,0.1487,0.5482,2024-01-31 06:00:00
Lambda,0.671,0.6131,2024-01-31 07:00:00
Lambda,0.7957,0.6507,2024-01-31 08:00:00
Lambda,0.9402,0.758,2024-01-31 09:00:00
Lambda,0.5321,0.4723,2024-01-31 10:00:00
DynamoDB,0.3159,0.4582,2024-01-31 11:00:00
Lambda,0.4742,0.3839,2024-01-31 12:00:00
DynamoDB,0.6123,0.834,2024-01-31 13:00:00
EC2,1.2798,0.2608,2024-01-31 14:00:00
DynamoDB,0.5161,0.7393,2024-01-31 15:00:00
S3,0.1137,0.4732,2024-01-31 16:00:00
EC2,1.6999,0.343,2024-01-31 17:00:00
S3,0.1166,0.4758,2024-01-31 18:00:00
RDS,1.1356,0.3225,2024-01-31 19:00:00
RDS,2.2769,0.6445,2024-01-31 20:00:00
DynamoDB,0.5965,0.8454,2024-01-31 21:00:00
S3,0.1369,0.5449,2024-01-31 22:00:00
RDS,0.7102,0.2163,2024-01-31 23:00:00
RDS,0.7458,0.1949,2024-02-01 00:00:00
RDS,1.5821,0.3896,2024-02-01 01:00:00
EC2,1.8755,0.3872,2024-02-01 02:00:00
EC2,4.2697,0.8084,2024-02-01 03:00:00
Lambda,1.1609,0.9123,2024-02-01 04:00:00
S3,0.1742,0.7048,2024-02-01 05:00:00
RDS,2.2954,0.6557,2024-02-01 06:00:00
S3,0.0807,0.3364,2024-02-01 07:00:00
Lambda,0.5465,0.466,2024-02-01 08:00:00
DynamoDB,0.4823,0.6393,2024-02-01 09:00:00
Lambda,0.6671,0.5177,2024-02-01 10:00:00
RDS,0.9685,0.2717,2024-02-01 11:00:00
DynamoDB,0.2328,0.3566,2024-02-01 12:00:00
DynamoDB,0.346,0.4835,2024-02-01 13:00:00
Lambda,0.9936,0.8027,2024-02-01 14:00:00
RDS,1.1611,0.2952,2024-02-01 15:00:00
DynamoDB,0.5514,0.7442,2024-02-01 16:00:00
Lambda,0.5195,0.4547,2024-02-01 17:00:00
Lambda,0.5385,0.4256,2024-02-01 18:00:00
RDS,3.4005,0.8769,2024-02-01 19:00:00
Lambda,0.4557,0.4022,2024-02-01 20:00:00
Lambda,0.5778,0.5282,2024-02-01 21:00:00
Lambda,0.6726,0.5646,2024-02-01 22:00:00
S3,0.0898,0.4068,2024-02-01 23:00:00
EC2,2.816,0.6027,2024-02-02 00:00:00
S3,0.0547,0.266,2024-02-02 01:00:00
Lambda,0.646,0.4945,2024-02-02 02:00:00
EC2,3.9035,0.8323,2024-02-02 03:00:00
DynamoDB,0.2797,0.3796,2024-02-02 04:00:00
S3,0.0732,0.3003,2024-02-02 05:00:00
S3,0.1664,0.6532,2024-02-02 06:00:00
S3,0.114,0.48,2024-02-02 07:00:00
RDS,1.1196,0.3244,2024-02-02 08:00:00
Lambda,0.5557,0.4547,2024-02-02 09:00:00
DynamoDB,0.4718,0.6827,2024-02-02 10:00:00
DynamoDB,0.5672,0.7985,2024-02-02 11:00:00
DynamoDB,0.3436,0.4957,2024-02-02 12:00:00
Lambda,0.019,0.0152,2024-02-02 13:00:00
EC2,3.0637,0.6474,2024-02-02 14:00:00
S3,0.1264,0.5134,2024-02-02 15:00:00
Lambda,0.219,0.1875,2024-02-02 16:00:00
S3,0.1482,0.6589,2024-02-02 17:00:00
Lambda,0.625,0.5587,2024-02-02 18:00:00
S3,0.1421,0.5933,2024-02-02 19:00:00
Lambda,0.2247,0.177,2024-02-02 20:00:00
EC2,1.6261,0.3531,2024-02-02 21:00:00
DynamoDB,0.4112,0.5401,2024-02-02 22:00:00
S3,0.0715,0.2968,2024-02-02 23:00:00
Lambda,0.7273,0.5858,2024-02-03 00:00:00
EC2,2.5222,0.5353,2024-02-03 01:00:00
EC2,1.6124,0.3345,2024-02-03 02:00:00
DynamoDB,0.1756,0.2856,2024-02-03 03:00:00
Lambda,0.7366,0.5873,2024-02-03 04:00:00
S3,0.0062,0.0274,2024-02-03 05:00:00
RDS,2.4768,0.6238,2024-02-03 06:00:00
EC2,2.3319,0.5042,2024-02-03 07:00:00
EC2,2.3773,0.4634,2024-02-03 08:00:00
DynamoDB,0.2563,0.3708,2024-02-03 09:00:00
Lambda,0.4611,0.4035,2024-02-03 10:00:00
RDS,2.0417,0.5245,2024-02-03 11:00:00
RDS,2.007,0.5646,2024-02-03 12:00:00
RDS,1.4656,0.4416,2024-02-03 13:00:00
Lambda,0.8088,0.6766,2024-02-03 14:00:00
S3,0.1291,0.4639,2024-02-03 15:00:00
EC2,2.5858,0.5598,2024-02-03 16:00:00
Lambda,0.5263,0.4147,2024-02-03 17:00:00
RDS,1.7462,0.5227,2024-02-03 18:00:00
EC2,3.1728,0.6838,2024-02-03 19:00:00
EC2,4.4251,0.8747,2024-02-03 20:00:00
RDS,1.5726,0.4105,2024-02-03 21:00:00
RDS,1.9277,0.5136,2024-02-03 22:00:00
EC2,2.7441,0.5969,2024-02-03 23:00:00
DynamoDB,0.2811,0.3713,2024-02-04 00:00:00
EC2,2.0367,0.433,2024-02-04 01:00:00
S3,0.0757,0.309,2024-02-04 02:00:00
S3,0.2073,0.9125,2024-02-04 03:00:00
DynamoDB,0.3892,0.5048,2024-02-04 04:00:00
Lambda,0.594,0.4841,2024-02-04 05:00:00
EC2,1.4097,0.2875,2024-02-04 06:00:00
S3,0.1165,0.4626,2024-02-04 07:00:00
EC2,3.9982,0.7375,2024-02-04 08:00:00
DynamoDB,0.4507,0.6159,2024-02-04 09:00:00
RDS,1.9057,0.5389,2024-02-04 10:00:00
DynamoDB,0.4027,0.5677,2024-02-04 11:00:00
DynamoDB,0.4096,0.5337,2024-02-04 12:00:00
DynamoDB,0.2273,0.2987,2024-02-04 13:00:00
S3,0.1821,0.7634,2024-02-04 14:00:00
DynamoDB,0.0528,0.0756,2024-02-04 15:00:00
RDS,2.7307,0.7594,2024-02-04 16:00:00
RDS,1.0532,0.3001,2024-02-04 17:00:00
RDS,2.471,0.6681,2024-02-04 18:00:00
Lambda,0.5327,0.4522,2024-02-04 19:00:00
DynamoDB,0.2896,0.4216,2024-02-04 20:00:00
RDS,2.9153,0.8231,2024-02-04 21:00:00
Lambda,0.96,0.7434,2024-02-04 22:00:00
DynamoDB,0.4929,0.6997,2024-02-04 23:00:00
DynamoDB,0.4176,0.5807,2024-02-05 00:00:00
EC2,1.5573,0.3193,2024-02-05 01:00:00
DynamoDB,0.2015,0.2642,2024-02-05 02:00:00
EC2,1.9736,0.4071,2024-02-05 03:00:00
S3,0.1319,0.5567,2024-02-05 04:00:00
S3,0.1446,0.6173,2024-02-05 05:00:00
Lambda,0.7547,0.6743,2024-02-05 06:00:00
EC2,2.7658,0.5253,2024-02-05 07:00:00
S3,0.0695,0.2999,2024-02-05 08:00:00
S3,0.146,0.6028,2024-02-05 09:00:00
S3,0.1402,0.5701,2024-02-05 10:00:00
DynamoDB,0.4764,0.6269,2024-02-05 11:00:00
EC2,2.7597,0.582,2024-02-05 12:00:00
S3,0.1667,0.6345,2024-02-05 13:00:00
EC2,2.1619,0.4735,2024-02-05 14:00:00
RDS,2.5815,0.7214,2024-02-05 15:00:00
RDS,0.2457,0.0655,2024-02-05 16:00:00
DynamoDB,0.2816,0.3929,2024-02-05 17:00:00
RDS,2.0584,0.5664,2024-02-05 18:00:00
Lambda,0.7535,0.6419,2024-02-05 19:00:00
EC2,2.855,0.6026,2024-02-05 20:00:00
S3,0.1602,0.6478,2024-02-05 21:00:00
Lambda,0.3959,0.3129,2024-02-05 22:00:00
Lambda,0.4904,0.3928,2024-02-05 23:00:00
RDS,2.2542,0.5735,2024-02-06 00:00:00
EC2,2.1473,0.4553,2024-02-06 01:00:00
S3,0.1173,0.4961,2024-02-06 02:00:00
Lambda,0.728,0.66,2024-02-06 03:00:00
DynamoDB,0.1972,0.2893,2024-02-06 04:00:00
S3,0.1798,0.6901,2024-02-06 05:00:00
RDS,1.7102,0.4791,2024-02-06 06:00:00
EC2,2.6106,0.514,2024-02-06 07:00:00
DynamoDB,0.2292,0.3145,2024-02-06 08:00:00
S3,0.171,0.695,2024-02-06 09:00:00
S3,0.1356,0.5379,2024-02-06 10:00:00
Lambda,0.0,0.0,2024-02-06 11:00:00
S3,0.0805,0.3692,2024-02-06 12:00:00
EC2,3.0893,0.6022,2024-02-06 13:00:00
EC2,2.3761,0.4725,2024-02-06 14:00:00
S3,0.2104,0.8225,2024-02-06 15:00:00
Lambda,1.0305,0.828,2024-02-06 16:00:00
DynamoDB,0.3412,0.5151,2024-02-06 17:00:00
DynamoDB,0.3109,0.4508,2024-02-06 18:00:00
Lambda,1.1112,0.9342,2024-02-06 19:00:00
RDS,1.9408,0.5246,2024-02-06 20:00:00
EC2,2.6488,0.5087,2024-02-06 21:00:00
RDS,1.3648,0.3755,2024-02-06 22:00:00
Lambda,0.394,0.3515,2024-02-06 23:00:00
RDS,1.357,0.3776,2024-02-07 00:00:00
Lambda,0.4798,0.4141,2024-02-07 01:00:00
DynamoDB,0.1568,0.2187,2024-02-07 02:00:00
DynamoDB,0.1488,0.1991,2024-02-07 03:00:00
RDS,1.7239,0.5165,2024-02-07 04:00:00
RDS,1.518,0.4382,2024-02-07 05:00:00
EC2,2.8878,0.5638,2024-02-07 06:00:00
DynamoDB,0.0905,0.125,2024-02-07 07:00:00
EC2,2.3217,0.468,2024-02-07 08:00:00
RDS,1.8801,0.5426,2024-02-07 09:00:00
Lambda,0.5026,0.4362,2024-02-07 10:00:00
DynamoDB,0.5155,0.7152,2024-02-07 11:00:00
Lambda,1.0531,0.8802,2024-02-07 12:00:00
EC2,1.5898,0.3583,2024-02-07 13:00:00
EC2,0.616,0.1394,2024-02-07 14:00:00
S3,0.1362,0.5534,2024-02-07 15:00:00
DynamoDB,0.1382,0.1838,2024-02-07 16:00:00
DynamoDB,0.2926,0.4034,2024-02-07 17:00:00
EC2,4.1248,0.8224,2024-02-07 18:00:00
Lambda,0.5117,0.4463,2024-02-07 19:00:00
DynamoDB,0.0483,0.0696,2024-02-07 20:00:00
EC2,2.0889,0.4578,2024-02-07 21:00:00
S3,0.1141,0.4737,2024-02-07 22:00:00
RDS,1.5849,0.455,2024-02-07 23:00:00
DynamoDB,0.3928,0.5337,2024-02-08 00:00:00
RDS,1.0865,0.2819,2024-02-08 01:00:00
Lambda,0.5769,0.4803,2024-02-08 02:00:00
S3,0.1558,0.6416,2024-02-08 03:00:00
DynamoDB,0.5044,0.6906,2024-02-08 04:00:00
RDS,1.3836,0.3775,2024-02-08 05:00:00
RDS,0.9818,0.2713,2024-02-08 06:00:00
EC2,2.3435,0.4934,2024-02-08 07:00:00
RDS,1.5468,0.4743,2024-02-08 08:00:00
Lambda,0.4705,0.3903,2024-02-08 09:00:00
RDS,1.8167,0.532,2024-02-08 10:00:00
Lambda,0.8646,0.7531,2024-02-08 11:00:00
Lambda,0.8505,0.6939,2024-02-08 12:00:00
EC2,1.9376,0.3708,2024-02-08 13:00:00
S3,0.0656,0.2613,2024-02-08 14:00:00
Lambda,0.812,0.7001,2024-02-08 15:00:00
RDS,2.7675,0.7785,2024-02-08 16:00:00
RDS,2.034,0.5577,2024-02-08 17:00:00
Lambda,0.5908,0.4731,2024-02-08 18:00:00
RDS,2.164,0.6587,2024-02-08 19:00:00
DynamoDB,0.5023,0.7609,2024-02-08 20:00:00
EC2,3.5823,0.7065,2024-02-08 21:00:00
RDS,0.9937,0.2818,2024-02-08 22:00:00
EC2,1.3241,0.2789,2024-02-08 23:00:00
Lambda,0.5466,0.4384,2024-02-09 00:00:00
Lambda,0.9783,0.7621,2024-02-09 01:00:00
Lambda,0.4602,0.3876,2024-02-09 02:00:00
EC2,0.7523,0.1633,2024-02-09 03:00:00
RDS,2.6962,0.693,2024-02-09 04:00:00
DynamoDB,0.1769,0.2531,2024-02-09 05:00:00
EC2,2.4079,0.4947,2024-02-09 06:00:00
DynamoDB,0.2486,0.3381,2024-02-09 07:00:00
RDS,1.4578,0.4052,2024-02-09 08:00:00
RDS,2.194,0.6093,2024-02-09 09:00:00
EC2,1.9702,0.4127,2024-02-09 10:00:00
S3,0.1136,0.4823,2024-02-09 11:00:00
DynamoDB,0.3485,0.4482,2024-02-09 12:00:00
Lambda,0.7238,0.6122,2024-02-09 13:00:00
DynamoDB,0.4527,0.6394,2024-02-09 14:00:00
RDS,2.6935,0.7346,2024-02-09 15:00:00
RDS,1.7613,0.4785,2024-02-09 16:00:00
EC2,0.8417,0.1858,2024-02-09 17:00:00
S3,0.0631,0.2612,2024-02-09 18:00:00
Lambda,1.1291,0.8465,2024-02-09 19:00:00
DynamoDB,0.4632,0.6276,2024-02-09 20:00:00
S3,0.0326,0.1398,2024-02-09 21:00:00
Lambda,0.3982,0.3424,2024-02-09 22:00:00
RDS,1.6393,0.4664,2024-02-09 23:00:00
RDS,0.3889,0.1041,2024-02-10 00:00:00
EC2,1.3866,0.2855,2024-02-10 01:00:00
EC2,4.1893,0.9148,2024-02-10 02:00:00
DynamoDB,0.0,0.0,2024-02-10 03:00:00
S3,0.1898,0.7202,2024-02-10 04:00:00
S3,0.0625,0.2541,2024-02-10 05:00:00
Lambda,0.4857,0.4069,2024-02-10 06:00:00
DynamoDB,0.6659,1.0,2024-02-10 07:00:00
EC2,2.7054,0.5507,2024-02-10 08:00:00
DynamoDB,0.5189,0.7172,2024-02-10 09:00:00
RDS,1.9822,0.5616,2024-02-10 10:00:00
EC2,2.6127,0.5538,2024-02-10 11:00:00
S3,0.1471,0.6243,2024-02-10 12:00:00
EC2,2.758,0.5754,2024-02-10 13:00:00
RDS,2.604,0.7252,2024-02-10 14:00:00
EC2,0.7419,0.1454,2024-02-10 15:00:00
S3,0.074,0.3189,2024-02-10 16:00:00
RDS,1.4654,0.3809,2024-02-10 17:00:00
Lambda,0.1012,0.0729,2024-02-10 18:00:00
DynamoDB,0.5178,0.7112,2024-02-10 19:00:00
Lambda,0.5952,0.489,2024-02-10 20:00:00
RDS,2.2454,0.6042,2024-02-10 21:00:00
RDS,2.2099,0.6111,2024-02-10 22:00:00
RDS,1.6454,0.4605,2024-02-10 23:00:00
S3,0.1169,0.461,2024-02-11 00:00:00
RDS,1.8999,0.6187,2024-02-11 01:00:00
DynamoDB,0.4589,0.6312,2024-02-11 02:00:00
S3,0.1168,0.4963,2024-02-11 03:00:00
RDS,2.733,0.7248,2024-02-11 04:00:00
S3,0.0846,0.3454,2024-02-11 05:00:00
DynamoDB,0.2049,0.3057,2024-02-11 06:00:00
DynamoDB,0.2814,0.3747,2024-02-11 07:00:00
S3,0.17,0.6906,2024-02-11 08:00:00
EC2,3.176,0.645,2024-02-11 09:00:00
Lambda,0.4557,0.3717,2024-02-11 10:00:00
RDS,2.4659,0.6601,2024-02-11 11:00:00
Lambda,0.9167,0.7378,2024-02-11 12:00:00
DynamoDB,0.4326,0.5703,2024-02-11 13:00:00
Lambda,0.5675,0.4947,2024-02-11 14:00:00
EC2,2.1599,0.4674,2024-02-11 15:00:00
Lambda,0.4348,0.365,2024-02-11 16:00:00
Lambda,0.4035,0.3415,2024-02-11 17:00:00
DynamoDB,0.0883,0.1213,2024-02-11 18:00:00
DynamoDB,0.3455,0.5002,2024-02-11 19:00:00
RDS,2.3813,0.6318,2024-02-11 20:00:00
S3,0.0412,0.1785,2024-02-11 21:00:00
RDS,1.1877,0.3462,2024-02-11 22:00:00
DynamoDB,0.4748,0.6659,2024-02-11 23:00:00
RDS,1.4483,0.4471,2024-02-12 00:00:00
Lambda,0.7059,0.6271,2024-02-12 01:00:00
Lambda,0.6229,0.512,2024-02-12 02:00:00
DynamoDB,0.5196,0.7721,2024-02-12 03:00:00
DynamoDB,0.0,0.0,2024-02-12 04:00:00
RDS,3.2882,0.8601,2024-02-12 05:00:00
RDS,1.903,0.5419,2024-02-12 06:00:00
Lambda,0.7551,0.6614,2024-02-12 07:00:00
S3,0.1465,0.5953,2024-02-12 08:00:00
S3,0.1945,0.712,2024-02-12 09:00:00
DynamoDB,0.4059,0.5785,2024-02-12 10:00:00
RDS,1.624,0.4949,2024-02-12 11:00:00
